pr_gene_symbol,Erlotinib,Olaparib,Gemcitabine
P4HTM,0.49168873,-0.342628,-0.18005037
SLC35F2,-0.91646004,-0.12629986,0.4269495
PPIC,-0.6855154,-0.29001713,-0.8191004
ZNF586,0.06527996,-0.1967845,0.75740004
FBXL12,0.48649406,0.60485506,0.90770006
TEX10,-1.1335721,-0.3950243,1.0352001
YTHDF1,-0.28728247,-0.037102222,0.52355003
TXNL4B,0.41769123,0.23540545,0.7437501
PPOX,1.4051657,0.49878216,-0.5444994
HERC6,-0.5239849,-1.093689,-1.5213499
PIH1D1,-0.08143997,-0.07037878,-0.2741003
PPP2R3C,-0.15966988,-0.084023476,1.2333002
FKBP14,-0.7173295,-0.24720621,1.0950499
CDCA4,-0.80845976,0.49696302,1.0425496
PLEKHJ1,-0.102850914,0.07630825,-0.11899948
HEATR1,-0.1302967,0.14646149,-0.18449974
ANO10,-0.4351945,-0.093183994,-0.20320034
UBR7,-0.7283983,-0.15407944,1.1998501
FAIM,0.1893301,0.24917507,-0.6058502
PPP2R5A,0.2522974,-0.5133352,-1.8093996
ADI1,-0.13749027,-0.21519423,0.23835087
PPP2R5E,0.95267296,0.0033416748,-0.73174953
ABCF3,-0.72087145,0.01649952,-0.12275028
PRCP,0.47300243,0.20374775,0.25790024
ENOSF1,-0.53553295,0.020452023,-0.44325018
LRRC16A,0.07853413,-1.2349596,0.21119976
ANKRD10,0.14269543,-0.17444324,-1.2224998
STAP2,-0.74948597,0.2872815,-0.59095
PRKACA,0.2952566,-0.05388069,0.25435066
IARS2,-0.30648232,-0.09445286,-1.3190994
NUP133,0.09707165,-0.26874352,-0.4970007
CNDP2,-0.111828804,-0.42607498,-0.73390007
FAM63A,0.102146626,0.84105206,-0.31240034
PRKCD,0.1699295,-0.15092897,0.33165026
KDM3A,-0.2997303,-0.66573286,1.3623505
PECR,-0.1310339,-0.33791733,-0.75385094
PRKCH,-0.6791892,0.051414967,3.439499
EAPP,0.06733799,0.057030678,0.776
CISD1,0.1551466,0.24163628,-0.95289993
PRKCQ,-0.43130112,-0.18856955,0.7637
ZNF395,1.8347855,0.40264893,-2.1848001
KLHL9,0.3164835,-0.157897,0.09415054
MAPK9,0.3895893,-0.007511139,-0.41249943
MAPK13,-0.44325256,-0.033777237,-0.17990017
MAP2K5,-0.36486292,0.13630486,-0.2840004
PRKX,0.678679,0.21195889,0.10659981
PROS1,-0.23489594,0.74252963,0.2564001
LGMN,-0.11600113,0.14396429,1.7549
HTRA1,0.48947048,-0.15795422,-0.5189996
NPDC1,0.044192314,0.19134712,-0.0059490204
TM9SF3,0.6814213,-0.28213596,0.3572998
PAK6,-0.80776215,-0.1705656,-0.17840004
DUSP22,-0.05793953,0.11306,0.30530024
PSMB8,-0.042081833,-0.08634758,-0.5237999
PSMB10,0.9918966,0.2177515,-1.0644002
ADCK3,-2.5224671,0.2786839,-0.30825043
CIAPIN1,-0.41202927,0.2517557,0.0720005
PLSCR3,-0.51811934,-0.3365426,0.9004507
PSMD2,-0.31525898,0.0065727234,1.0210009
PSMD4,-0.22153187,-0.27745628,0.7739992
SCYL3,-0.63101244,-0.664505,0.66849995
LYRM1,-0.6634259,0.24914265,0.3437996
PSMD9,-0.18362617,-0.3164339,0.32364988
PSMD10,-0.39807892,-0.20783663,-2.0249004
ZMIZ1,0.36784267,-0.0992012,-1.7785501
MCOLN1,-0.15252757,-0.12984133,-0.18625021
BAD,-0.1411953,0.3599162,-0.92770004
PSME1,-0.008980751,0.024284363,-0.5816994
PSME2,0.085941315,-0.067518234,-0.45470047
THAP11,1.0693302,0.18606615,-0.54874945
ABHD6,0.29257584,0.31089163,-0.6144004
PTGS2,0.50451565,-0.6234107,3.0062509
PTK2,0.16123009,0.1823101,-0.67630005
PTPN1,0.23589134,-0.033286095,-0.9549494
TRIB3,3.1018076,0.8001547,-0.7272997
PTPN6,-0.15221834,-0.20800161,0.013999939
POLD4,0.7617264,-0.2477951,1.1978006
PTPN12,-0.5722828,-0.15746593,0.09405041
PTPRC,1.2250957,0.51746655,-0.32019997
PTPRF,1.4900866,0.62671185,-0.7463999
PTPRK,0.8555956,0.2512951,-0.7643995
BAX,0.93463326,0.0953536,0.7690997
PXMP2,-0.38772488,-0.3928442,1.0522003
PXN,0.08014965,0.10986042,-0.42840004
PYCR1,1.1289091,0.15748024,-0.81904984
PYGL,-0.32896423,0.11965656,-1.1232996
SQRDL,-0.43166637,0.044199944,1.3899498
ENOPH1,-0.18755436,-0.6903353,0.21159935
PRUNE,-0.23797846,-0.28567314,-0.8979502
SNX6,-0.16788101,-0.086509705,-0.63934994
RAB4A,0.5420375,-0.09188604,-0.5762
RAB27A,-0.14101791,0.086444855,0.33950043
RAC2,-0.51506376,0.06569338,-0.7392001
RAD9A,-0.589787,-0.14359951,0.037299633
RAD51C,-0.12624884,0.32348585,0.62594986
MOK,-0.19233751,-0.4275756,0.7934499
RALA,0.08713436,0.14536095,0.19260025
RALB,-0.65636826,-0.064725876,0.59749985
RALGDS,-0.47667694,-0.17115116,-0.7607498
RAP1GAP,2.0235124,0.08792925,0.49835014
RASA1,-0.2112093,-0.20175743,1.1360006
RB1,0.1348486,0.15799284,0.55704975
KDM5A,0.016065598,-0.036658764,0.8546996
CCND1,-0.26629353,-0.056114197,0.29725027
BCL2,-0.35403585,-0.25975943,-0.1782999
RELB,-0.70708466,-0.23662233,3.0184999
RFC2,-0.65754604,0.1328001,1.0397501
RFC5,-0.15439415,0.33316612,0.7373009
RFNG,0.8040848,0.015827179,-0.6082001
RFX5,-0.53463125,-0.3869748,-0.58984995
RGS2,-1.7153049,-0.05770588,0.7644005
RHEB,-0.016732216,-0.10506439,0.9937992
FASTKD5,-0.8122511,-0.4688444,0.36719942
RNH1,0.23301888,1.1151295,-0.78060055
ELAC2,0.1250763,0.36202335,-0.77520084
RPA1,-0.18701267,-0.02908516,-0.7406006
RPA2,-0.08968067,0.25409698,0.8658495
RPA3,0.4849949,-0.09886551,0.2088995
MRPL12,-0.6297741,0.07258415,-0.37180042
RPN1,-0.35285854,0.12192631,-0.30579948
RPS5,-0.3551321,-0.21437502,-0.31329966
RPS6,-0.07842827,-0.04656315,-0.3885002
RPS6KA1,-0.7380657,-0.22656822,0.19309902
BDH1,-0.5097203,0.041228294,0.52264977
RSU1,0.029840946,0.3640685,-0.7323499
RTN2,1.5339174,0.55649376,-1.2814999
S100A4,-0.041545868,3.528595e-05,0.0
S100A13,-0.4988823,0.082455635,0.44579983
SATB1,-0.5679803,0.19392872,0.1933999
SCP2,-0.46402693,-0.25270367,-0.6573
CCL2,0.15786648,0.17126894,0.11889982
BID,1.1064305,0.18501186,-0.61849976
ABHD4,0.624547,-0.05116558,-0.30159998
SDHB,0.009898186,-0.14017105,-0.26000023
MCUR1,-1.0278716,-0.46963882,0.5239005
RBKS,-0.19126272,-0.76133394,0.75280046
BLMH,-0.31221867,0.022180557,-0.44700003
BLVRA,-0.026276588,-0.14724827,-0.75759983
ATG3,-0.31920052,-0.08278465,2.0790005
NARFL,1.4473014,-0.046614647,-0.7791004
ZDHHC6,-0.34012604,0.02918148,0.32149982
SGCB,-0.94770575,-0.30205107,1.0815
SHB,0.94396305,0.31725216,-1.6243992
SHC1,0.85567,0.6481347,0.031000137
ACBD3,-0.52932596,0.26205587,0.8926997
CERK,0.6079254,0.6378827,-1.2083502
NT5DC2,-0.06335449,0.045458794,-0.14955044
SKIV2L,-0.2211361,-0.49301147,-1.2580996
SKP1,-0.63303757,-0.15213156,0.34389973
ACD,0.43475103,0.3567562,0.34525013
SLC1A4,0.8511009,-0.090296745,2.3329
INTS3,-0.23156166,-0.0012822151,-0.53009987
BMP4,0.60890055,0.09812212,-0.2771001
SMARCA4,-0.6735444,-0.120774746,-0.071349144
SMARCC1,-0.14211082,-0.16282272,-0.051050186
TRAK2,-0.29200983,-0.112425804,-0.35024977
SMARCD2,-0.498847,-0.3740301,-0.96385
SNAP25,0.30629063,0.19201279,4.5683994
SNCA,0.20181942,0.1248436,-1.1682997
BNIP3,-0.36559296,-0.1069994,-0.4420004
BNIP3L,0.10857105,-0.35110188,1.2649999
SOX2,0.70287085,-0.065382004,0.12119961
SOX4,-1.1888008,-0.1591177,-0.14330006
SPAG4,-0.6874776,0.19662666,0.2513504
SPP1,-0.002753973,-0.1398983,6.7294497
SPR,-0.5831585,0.043356895,-1.1074
BPHL,-0.13748837,-0.11300373,-1.1051006
SPTAN1,-0.9020877,-0.10288334,0.5165992
SRC,-0.38071442,-0.49933052,3.7813997
BRCA1,-0.6042843,0.24326754,0.76115036
STAT1,0.46196842,0.1328888,0.12680054
STAT3,-0.47113967,0.19601393,-0.37380028
STAT5B,-0.34441948,0.04329157,0.2432003
AURKA,-0.79703,-0.31291294,-0.26989985
STK10,-0.27522135,0.027443409,-0.10585022
STX1A,-0.6018286,-0.1719017,-0.039499283
STX4,0.6971464,0.6304617,1.2229996
STXBP1,-0.97861576,-0.14841413,0.74734974
STXBP2,0.21542454,0.14228296,0.39594984
SUPV3L1,2.1907415,0.40338898,3.4108505
SUV39H1,-0.6060705,-0.0476532,0.61934996
SYK,0.46956158,0.018005848,0.046849728
SYPL1,-0.04154396,-0.09004688,-1.2886
TARBP1,0.13989162,-0.17322445,-0.7468004
TBP,-0.621017,-0.002462387,0.29629993
TBX2,-0.47329187,0.11169243,0.39504957
TBXA2R,0.9854722,-0.2908287,-0.06634998
TCEA2,0.9017601,-0.044099808,-0.34039974
VPS72,0.65071154,0.25024557,-0.95184994
BTK,-0.10726905,-0.17969394,0.23139954
TCTA,0.32027626,-0.037153244,0.057699203
DYNLT3,-0.42321014,-0.2026043,0.8786993
BUB1B,0.56679344,0.26141644,-1.0495996
TERT,0.30518866,0.34341335,0.14420033
TESK1,1.5493965,0.48517418,-1.04385
TFAP2A,1.1634812,1.0124626,-1.0250998
TFDP1,-0.2655239,0.090364456,0.2630496
TGFB3,0.18690777,-0.38532162,-0.58270025
TGFBR2,-0.46494532,-0.09394264,0.0783999
TIAM1,-1.2318311,0.0956192,0.21460056
TIMP2,0.99658537,0.044844627,-0.66830015
TJP1,-0.21226025,-0.18036556,0.44599962
TLE1,0.40258408,-0.4516182,-0.9258499
TLR4,-2.1266727,-0.12295151,-0.1078496
TSPAN6,-0.45103168,0.42141438,-1.5353994
TSPAN4,-1.7902613,-0.16997337,0.2606001
TOP2A,-0.13350296,-0.815876,-0.87179947
TP53,0.23438263,-0.34841824,0.026649952
TP53BP1,-0.36763954,-0.086499214,0.13064957
TP53BP2,0.2025404,0.22955036,1.4357996
TPD52L2,0.41067982,-0.3101468,0.47155
TPM1,-1.354435,-0.86712265,-2.2067995
TSTA3,-0.82805395,-0.1960268,-0.13389969
C5,0.29120493,0.08378267,-0.45215034
TXNRD1,0.87436104,0.15360928,-0.07530022
UBE2A,-0.34233284,0.051685333,0.3074007
UGDH,1.4409132,-0.39528084,0.071100235
NR1H2,0.2906332,-0.04139328,-0.9348998
USP1,-0.47135878,-0.24103737,0.8592
VDAC1,-0.14966679,0.15286446,-0.82979965
WFS1,-0.72634315,-0.3417616,-1.8322992
WRB,-0.62483454,-0.17088413,-0.9568
XBP1,0.6963167,-0.20959663,1.8929005
XPNPEP1,0.30895615,0.1886406,0.19114971
ZFP36,0.5321417,0.26581097,1.4511995
ZNF131,-0.078287125,-0.2014885,-0.099749565
ZMYM2,-0.18446255,-0.2970667,0.13569927
DDR1,0.15270042,-0.0261302,-0.7479
PAX8,-0.1441083,0.01828003,0.49100018
CXCR4,0.37193775,0.24246168,-0.25430107
IFRD2,0.22507381,-0.023625374,-0.027750969
MAPKAPK3,-0.9369321,-0.054956913,-0.6925998
USP7,-0.75700235,-0.21742296,0.09159994
METRN,-0.108213425,0.18415165,-0.33870077
REEP5,-0.05465412,-0.3226781,-0.7626505
ELOVL6,-0.0030784607,-0.011547089,-2.0384998
TMEM109,-0.53904915,-0.120274544,-0.35454988
CCDC86,0.4638481,0.41204834,-0.31669998
TRAPPC6A,0.61424255,0.095458984,-0.17849922
CHAC1,2.4636106,0.6009226,-0.4425001
MBOAT7,-0.23196983,-0.16361809,-0.28100014
PRR15L,1.2605758,0.5850105,-0.7447996
CRELD2,0.8669958,0.37241936,-0.3364992
FSD1,1.372189,0.82765007,-1.1596003
TCTN1,0.2564478,0.039751053,-0.056950092
CHMP6,-1.1533027,-0.9071455,-0.16910028
NPEPL1,0.48098564,-0.05998659,0.093649864
ST7,-0.51795435,-0.2543578,-0.5283003
FAM57A,-1.1733813,0.04826212,-0.3579998
NUP85,-0.6922684,0.070046425,-0.28080082
TCEAL4,0.16891766,-0.11510086,0.0
KAT6A,-0.2058878,0.054224968,0.35794926
DHDDS,0.036206245,-1.3068552,-0.20529938
DENND2D,-0.25925732,-0.22210503,-0.5420008
FBXO11,-0.6611986,-0.4091277,0.34124994
CCDC92,-1.137826,-0.26866007,0.62070036
COASY,-0.43860292,-0.29758787,-0.25309992
WDR61,-1.0649376,-0.30219364,0.048300743
PDHX,-0.2008009,-0.013767242,0.20639992
FOSL1,-0.6629143,0.3554926,3.0992508
TSEN2,-0.28399086,0.17019463,-0.8236003
PRR7,-0.58484936,-0.16572666,0.20725012
CALM3,0.66939545,0.53516245,0.047399998
HMGA2,-1.060153,-0.13294697,-1.4533
CALU,0.029847145,-0.16684818,0.13399982
ITFG1,0.52728844,0.45730782,0.5388994
GDPD5,-0.6444998,0.1562233,0.07929993
NCOA3,0.7705393,-0.11005783,-0.35289955
NRIP1,0.08974552,0.033436775,2.3305006
CAPN1,0.34808922,0.25148058,-0.17820024
SMC1A,-0.13747406,0.040920258,2.9924002
LAGE3,-0.38169003,-0.5140343,0.23029995
CAST,0.8079891,-0.79949856,-0.49230003
AXIN1,0.44252634,-0.04064846,0.03579998
CDC45,-0.14440536,0.034397125,0.50440025
FZD1,0.18268871,0.33719015,0.13985014
FZD7,-0.10467625,-0.1484909,0.5271001
HIST2H2BE,1.5548768,0.58130217,0.7768998
CASP2,-0.63724566,-0.16122007,0.13269997
CASP3,0.6839266,0.9055767,0.8576498
GRWD1,-0.97997475,-1.1906762,0.6454997
PIP4K2B,-0.77761793,-0.2007885,-1.0700002
CASP7,0.17968464,-0.3312521,0.8938999
ARID5B,0.73764753,0.46829128,4.1756997
CASP10,0.5184808,1.57792,6.9379997
NCK2,-0.40852022,-0.27788877,-0.06689978
DYRK3,1.0290942,0.18239069,0.3203001
DUSP11,0.43706322,0.7237005,0.48989964
TUBB6,-1.2271423,-0.15506744,1.06425
CAT,-0.14984035,-0.09863567,-1.1169996
PSRC1,0.005551338,0.14072609,-2.2385
RAE1,-0.5549965,-0.10260868,1.2701006
ADO,-0.33863926,-0.48671293,0.92285013
PIK3R3,-0.12770653,1.1172996,-6.8804
NIPSNAP1,-0.3343525,-0.3207426,-0.5864501
IKBKAP,-0.5645256,-0.2872553,-0.25865078
HAT1,-0.0882082,0.2317419,-0.0965004
HIST1H2BK,0.22501469,-0.18685722,0.0027999878
MICALL1,0.54021025,0.40078402,0.45645
MAPKAPK5,-0.5086317,-0.13463497,0.023499489
BHLHE40,-0.47905064,0.5278826,1.8236008
MKNK1,0.029220581,0.018929482,0.26429987
CASK,-0.22714663,0.06047392,0.13100004
AKR7A2,-0.2518921,-0.15062141,0.16959953
RUVBL1,-0.15531254,0.007071495,-1.0358992
PSMG1,-0.5441122,0.109025,0.5267
BECN1,-0.015270233,-0.1709032,0.5314007
CBLB,0.26158,-0.035251617,0.053249836
MBTPS1,0.27113628,0.016688347,-1.1541996
EED,-0.6545429,-0.030311584,1.1164498
CTNNAL1,-1.1274762,-0.79093647,1.0249004
CBR1,-0.3275714,0.079652786,-0.4656
RNMT,0.2924757,-0.16731358,-0.15095139
CBR3,-0.46300745,-1.0068507,-0.76574993
PEX11A,-0.08991194,-0.15675259,-0.004500389
CREG1,-0.502017,0.23828411,-0.19010067
INPP4B,-1.1029391,-0.30116367,-0.18939972
IQGAP1,0.15816498,-0.07792759,-0.09829998
SOCS2,0.42251825,1.0032573,-0.71710014
CFLAR,-0.1347723,-0.18338823,-1.4240503
CDK5R1,-0.24404383,-0.18370342,0.10384989
ST3GAL5,0.18670273,0.07249689,-0.24505043
IER3,-0.60793304,0.33110046,1.8537998
SQSTM1,1.2680149,0.10325146,2.429799
SLC5A6,-0.41565323,-0.37225914,-0.4168005
CPNE3,-0.3653946,-0.025776863,-0.36489964
CCNA2,-1.4849243,0.010986328,-1.3366995
CCNA1,0.20014858,0.035595417,0.0848999
CCNB1,-0.14920807,0.44991302,-1.0109997
TIMELESS,0.11422634,0.19438457,0.26414967
CCND3,-0.92440414,-0.10835266,0.74769974
P4HA2,-0.7213011,0.01547575,-0.63929987
PLOD3,-0.52003384,-0.03620243,-0.5398998
CCNF,-1.0597048,-0.25812626,-0.17234993
UBE3B,0.6466055,0.26590633,0.011000156
NOL3,0.41248798,0.10450077,-0.23390007
SLC25A14,-1.8654981,0.038019657,0.71325016
MPZL1,-0.63167953,-0.16894245,-0.9488492
CCNH,0.38033962,0.11587,0.5704999
MAP7,-0.2793231,-0.22622967,-0.35650063
HN1L,-0.6715636,-0.23148298,0.86154985
DNAJA3,0.9871912,1.7121162,-5.4989996
USP14,0.21559238,0.20789051,-0.16155005
MTA1,-0.14386463,0.26383495,-0.4338503
SLC25A46,-1.0994635,0.053566933,0.1991005
PDLIM1,0.18899727,-0.5455408,-0.3966999
SMC3,0.07590866,0.29566193,-0.46899986
PRPF4,-0.54254246,0.78243256,0.9163008
CCNB2,-0.38596535,-0.2863102,-0.9024
CCNE2,-0.7968788,-0.4694209,1.0027499
SYNGR3,-0.3451259,-0.03340316,-0.38689995
LPAR2,0.11213207,-0.33823204,-0.76640034
ARHGEF2,0.4944582,-0.039287567,1.9593
ZW10,0.3202181,-0.023938179,0.2522993
COG7,0.14363384,-0.053548813,-1.0419998
AURKB,1.6042581,0.74556065,-0.094200134
VAPB,-1.0424838,-0.10835934,0.62185
NOLC1,-0.48203468,0.29598045,0.5390501
UBE2L6,0.7016554,0.22419167,-1.3429499
MAPKAPK2,-0.69065475,-0.5305419,0.18720007
CYTH1,-0.2105875,-0.27282667,1.0927
ITGB1BP1,-1.6009579,0.0055246353,0.17980003
BCL7B,-0.40702724,-0.31817818,1.0274997
COPB2,-0.20690346,-0.06734276,-0.17260075
ADGRG1,0.6879282,-0.51673985,-2.5908003
MAPK1IP1L,-0.6931429,-0.084332466,0.35020065
TBC1D31,0.63987255,0.26109028,-0.43599987
TM9SF2,-0.07690048,-0.12300682,-0.39470005
H2AFV,-0.059755325,-0.8249645,-1.2818995
MAP4K4,-0.7845273,-0.55402756,1.781899
HOMER2,0.7263136,-0.66120195,-0.6290512
SH3BP5,-0.10082579,0.067883015,-0.045100212
PIGB,0.3038845,-0.26526356,-0.24930096
SCARB1,0.50400686,-0.12857437,-0.35445023
PSMF1,0.7548647,0.64690685,0.11035013
SPTLC2,-0.122023106,0.016356945,0.3182001
TBPL1,-1.0604377,0.22508907,0.0454998
BAG3,0.18698311,-0.32551956,0.7732992
POLR1C,-0.17440033,-0.03166008,-0.5654001
SPAG7,0.48770428,-0.2076168,-0.37959957
CD40,1.4053755,1.0370235,-0.15149975
CD44,0.6588278,0.2580719,-1.0781002
FEZ2,-0.61595726,-0.021933079,0.3993001
IKBKE,-0.56946516,-0.22398663,-0.6213503
CD58,0.36423683,0.075074196,-0.9087
MTFR1,0.59985065,0.10577679,-0.60499954
HS2ST1,0.015618324,0.8232579,-0.1493001
IPO13,0.52728367,0.64864635,-1.0848999
VGLL4,0.03401947,-0.35117435,-0.6826501
NUP93,-0.5579791,-0.016137123,-0.23294973
UBE3C,-0.122888565,0.037679672,-1.7790499
EDEM1,0.037181854,-0.15768719,0.11790085
TRAM2,-0.116698265,-0.24252605,-0.10470009
CEP57,1.0598888,0.3881874,-0.35690022
KIAA0100,-0.39500237,-0.3067255,-0.5667505
HERPUD1,0.7753153,-0.17045116,-0.11260033
KIAA0355,0.42386246,-0.27507973,-0.21284962
USP6NL,-0.6624727,-0.39535666,0.14820004
CCP110,-0.6682606,0.08911133,1.0724001
ADGRE5,-0.50717926,-0.36063385,-0.7382002
MLEC,-0.0825243,-0.15568447,-1.4553995
TATDN2,-0.61234045,0.0885663,-0.17039967
MRPL19,-0.3963089,-0.058766365,-1.1506996
SCRN1,0.09833622,-0.3341751,-0.90695
EFCAB14,0.2262106,0.024823189,0.16394997
KEAP1,0.48012733,0.01949215,0.077700615
CDK1,-0.27546406,0.1355362,0.08590031
MELK,-1.9195728,-0.29163456,-1.2270994
PLEKHM1,1.4331989,0.048750877,-0.5711498
C2CD5,-0.06925297,0.54134846,-0.23725033
KIAA0753,0.2380352,0.14330292,0.22084999
C2CD2L,-0.008128643,0.023285866,-0.25689983
TOMM70A,-0.11661434,0.0061044693,-0.4840002
KIAA0196,0.7155237,0.2699461,-1.6571007
KLHL21,-0.09045553,0.007875919,-2.3940506
CDC20,-0.9746704,-0.6612406,-1.5085001
ARNT2,1.6681318,0.91049385,-1.0200996
FAM20B,0.2802992,0.0592165,-1.0326004
NCAPD2,0.36001205,0.27685642,-0.2841997
PAN2,0.11116171,-0.86924934,0.056399822
LPGAT1,-0.49841785,-0.20156097,-0.057300568
KIF14,-0.6318388,-1.0355082,-0.14470005
CDC25A,-1.0018063,0.45405293,1.6330004
CDC25B,0.14658451,-0.5276947,0.4822998
OXSR1,-0.003358364,-0.2653203,1.1733503
MVP,0.782712,-0.5338392,-1.5106006
CDC42,-0.22183514,-0.14417171,-0.7185993
DMTF1,-0.243402,-0.5221944,1.6726007
ADA,0.3415699,0.32933092,0.8850999
CDH2,-2.3014002,-0.5207324,0.6814318
AKT3,0.02805233,0.42364788,-0.7161484
MED6,-0.6445341,0.10503292,1.9267116
NAALAD2,-0.46630096,-0.19205952,0.115974426
NAALADL1,-0.080574036,0.1274352,-0.03715515
ACOT8,-0.10811138,-0.11032343,-0.46285486
ABI1,-0.20574045,-0.12263441,0.035996437
ZBTB33,0.01880169,0.016221523,-0.14690542
TANK,0.15378952,0.13033533,1.1578655
EGOT,-0.2661147,-0.029331684,-0.13793278
ACVR2B-AS1,-0.10336256,0.010143757,-0.038896084
TOPORS-AS1,-0.25114346,-0.1451931,0.053539276
DPY19L1P1,-0.015892029,0.046904564,0.461967
ZNF37BP,-0.19034195,-0.29507637,0.2561984
ARMCX4,0.12561607,0.041039944,-0.40261698
CLUHP3,0.28569317,0.20382977,-0.38302088
NBPF10,0.6136632,0.05377674,0.8844657
HDAC5,0.6063986,0.1345439,-0.6122918
PDCD6IP,-0.5275698,0.009606361,0.4468913
PDCD6,0.52225304,0.081502914,-0.7294407
BCL2L10,-0.05840969,0.0417037,-0.16912127
BCL2L11,0.6672435,0.1029129,0.05060911
SH2B3,0.15225506,0.3748827,0.7498379
CDH4,-0.2975583,-0.18330574,-0.24549627
GNE,0.06826687,-0.03289509,-0.50217724
FRAT1,0.6524439,0.13851643,0.031362534
TROAP,-0.26929808,-0.245049,-0.6222782
MED16,0.09578514,-0.04930544,-0.08392763
PIGK,0.0459404,-0.004808426,-1.0500259
LINC00894,0.17454433,0.12730789,-0.46530294
TIMM23,-0.4238119,-0.12779713,0.124485016
ZNF783,-0.16446114,-0.13268185,-0.11442757
CDH5,0.28331137,0.5765643,0.0071792603
CHAF1A,-0.30101728,-0.03462124,0.28521204
PARP3,0.18399906,0.0072016716,-0.33492374
CDH6,0.149755,-0.1542635,-0.046107292
TOM1L1,0.1108284,0.016931534,-0.872839
HMGXB4,0.16306686,-0.06232834,-0.3312521
TOM1,-0.20823288,-0.2589326,0.11697388
SH2D3A,0.17737007,0.1336565,0.1328702
RANBP9,-0.6905117,-0.66583157,-0.38941288
THAP9-AS1,-0.07788038,-0.21767092,0.9998193
TMEM147-AS1,0.21582603,0.20864582,-0.295228
LOC100507424,0.28702116,-0.23295403,-0.5426531
MICA,-0.83051777,-0.3712468,-0.6154518
GJC1,-0.06617689,-0.075320244,0.2406888
AP1M2,0.48403263,0.2971182,-1.2330737
UBA2,-0.11801052,0.021698952,-0.42719746
SAE1,-0.2932377,0.038305283,-0.564785
CDH8,0.2754488,0.23288488,0.18952107
ABCC9,-0.16534853,-0.07222557,-0.24239779
ABCF2,0.6517658,0.36440945,-0.7207546
NR1H3,-0.22058678,0.14719915,-1.9836993
COX17,-0.33796406,-0.58776665,0.42094517
SCAMP2,-0.14001942,-0.28956318,-0.32334852
SCAMP3,-0.3000536,-0.11016369,-0.192873
RWDD2B,-0.16000843,0.07531834,-0.024525642
CDH9,0.092163086,0.10542536,-0.38073707
DPP3,-0.18249226,-0.36961365,-0.66434956
SNUPN,-0.3262658,-0.13654995,-0.14438677
HUWE1,0.38572645,0.044063568,-0.66395617
PTPRU,0.776494,-0.002641201,-0.66293716
TSPAN32,-0.35780334,-0.03991413,0.26059818
TSSC4,0.33137178,0.018252373,0.18005419
ATP9A,-0.2441454,-0.42106915,-1.5786734
CDH10,-0.084617615,-0.07584572,-0.35736275
USH1C,-0.20782757,-0.016641617,0.1454649
PQBP1,0.87580776,0.5646601,0.6256752
EDIL3,0.396039,-0.37232685,-0.7334149
COL4A3BP,0.41120338,-0.08356571,0.07942295
KCNK7,-0.0980711,-0.040385246,-0.050911903
CDH11,0.8998358,0.17977238,-1.9275107
UST,0.11731458,-0.48547316,-0.31390548
ARPC5,-0.8537178,-0.24345112,-1.0882187
ARPC4,-0.5880203,-0.22920609,0.13167763
ARPC3,-0.8182802,-0.15972805,0.79949665
ARPC1B,-0.7505493,-0.7811661,-0.34381962
ACTR3,-0.15194035,0.1263628,-0.31752205
ACTR2,-0.45870495,-0.23594856,-0.6779728
TSPAN5,-0.2930956,0.4471526,-0.28025198
ADAM8,0.18516064,0.26009464,0.056994915
TSPAN2,0.2567768,0.33733225,-0.22336817
NUBP2,0.11280823,-0.1439085,-0.2374134
TSFM,-0.09847307,-0.3357005,-0.42611408
TSPAN1,0.7368393,0.119859695,-1.559957
PPIF,-0.09715843,0.30144596,2.607325
CTDSP2,0.08882046,-0.43972778,-0.026610374
ARPC2,-0.80169773,-0.2753029,1.1782217
SGK2,0.26774883,0.12900162,-0.35877752
RAD50,0.5548992,0.08415079,-0.39275408
PREB,-0.005220413,0.03983879,-0.06134224
HIPK3,-0.49871254,-0.04988289,0.34269238
FEM1B,0.9452019,0.3015604,-0.11601257
CDH13,0.78595114,0.56074524,-0.53636026
ACTR1B,0.111273766,-0.23050404,-0.5768223
ACTR1A,-0.17578793,0.29205418,-0.386158
ARL4A,-0.14024687,0.121815205,2.6240005
RASGRP1,0.5074651,0.7560034,0.9222028
DNAL4,0.45397234,0.08087635,-0.48296547
ZNF263,-0.029273987,0.029504776,-0.24539661
LRPPRC,0.86561584,0.20861721,-0.6937332
FRY,0.8489435,0.7173941,-0.85009766
CDH15,0.07844114,-0.053737164,-0.18861246
PDIA6,0.27243614,0.18872261,-1.247263
OPTN,0.12651205,0.2976513,-0.17970419
BCAP31,-0.0041446686,0.25208664,-2.1197033
NAMPT,0.07914734,-0.09213829,2.1139112
YAF2,-0.35772896,-0.34425688,0.39384508
CDH16,0.51817656,0.6798458,-0.8758135
TOB1,0.22890663,0.030693054,-0.13380527
AKAP9,0.18218231,-0.36441898,-1.3273482
FAM13A,0.12938786,-0.09094906,-0.9184017
SUGP2,-0.3401518,-0.120708466,0.5122175
EBI3,0.34275627,0.22840786,0.57339287
ADGRG2,-0.13632107,-0.29465628,2.792707
ABI2,-0.18264198,-0.041731834,-0.22417879
PLXNC1,-0.012216568,0.21666479,1.0599017
TRIM28,-0.68010664,-0.17756844,-0.05450058
RASA4,-0.21099281,0.041881323,0.6086762
AASS,-0.033839703,-0.4331727,0.3688612
PDZK1IP1,0.66615796,0.67593765,1.7450513
